,usaf,wban,windir,windspeed,skycond,tempc,dewpoint,tempf,datetime
493,725090,14739,250,57.0,22000,-5.6,1.9400000000000048,21.92,2016-01-14 03:00:00
495,725090,14739,240,57.0,22000,-5.6,3.919999999999998,21.92,2016-01-14 04:00:00
496,725090,14739,270,57.0,22000,-5.6,3.919999999999998,21.92,2016-01-14 05:00:00
498,725090,14739,260,62.0,22000,-5.6,5.0,21.92,2016-01-14 06:00:00
500,725090,14739,240,46.0,22000,-5.6,6.080000000000002,21.92,2016-01-14 07:00:00
501,725090,14739,250,46.0,22000,-5.6,6.979999999999997,21.92,2016-01-14 08:00:00
502,725090,14739,260,51.0,3353,-5.6,6.080000000000002,21.92,2016-01-14 09:00:00
503,725090,14739,270,36.0,2438,-5.6,6.979999999999997,21.92,2016-01-14 10:00:00
504,725090,14739,220,51.0,2286,-5.6,6.979999999999997,21.92,2016-01-14 11:00:00
505,725090,14739,240,51.0,1981,-5.6,6.979999999999997,21.92,2016-01-14 12:00:00
507,725090,14739,240,51.0,1402,-5.6,10.940000000000001,21.92,2016-01-14 13:00:00
508,725090,14739,240,41.0,1219,-6.1,15.079999999999998,21.02,2016-01-14 14:00:00
509,725090,14739,230,41.0,22000,-4.4,15.979999999999997,24.08,2016-01-14 15:00:00
511,725090,14739,280,46.0,22000,-3.9,14.0,24.98,2016-01-14 16:00:00
512,725090,14739,250,21.0,22000,-2.8,14.0,26.96,2016-01-14 17:00:00
513,725090,14739,240,62.0,22000,-2.2,12.020000000000003,28.04,2016-01-14 18:00:00
515,725090,14739,270,51.0,22000,-2.2,10.940000000000001,28.04,2016-01-14 19:00:00
516,725090,14739,250,41.0,22000,-1.7,10.04,28.94,2016-01-14 20:00:00
517,725090,14739,260,67.0,22000,-1.7,10.04,28.94,2016-01-14 21:00:00
519,725090,14739,250,41.0,22000,-1.7,10.940000000000001,28.94,2016-01-14 22:00:00
520,725090,14739,230,41.0,22000,-2.2,12.020000000000003,28.04,2016-01-14 23:00:00
521,725090,14739,230,62.0,22000,-2.2,12.020000000000003,28.04,2016-01-15 00:00:00
523,725090,14739,220,46.0,22000,-2.8,12.020000000000003,26.96,2016-01-15 01:00:00
524,725090,14739,230,46.0,22000,-2.8,12.920000000000002,26.96,2016-01-15 02:00:00
525,725090,14739,240,36.0,22000,-2.8,12.920000000000002,26.96,2016-01-15 03:00:00
527,725090,14739,240,57.0,22000,-2.8,15.079999999999998,26.96,2016-01-15 04:00:00
528,725090,14739,230,31.0,22000,-2.8,15.979999999999997,26.96,2016-01-15 05:00:00
530,725090,14739,999,0.0,1524,-2.2,17.06,28.04,2016-01-15 06:00:00
532,725090,14739,999,0.0,1463,-1.7,19.04,28.94,2016-01-15 07:00:00
533,725090,14739,190,31.0,1524,-1.1,17.96,30.02,2016-01-15 08:00:00
534,725090,14739,220,21.0,1524,-1.7,19.04,28.94,2016-01-15 09:00:00
536,725090,14739,999,0.0,3353,-1.7,19.939999999999998,28.94,2016-01-15 10:00:00
537,725090,14739,170,15.0,3353,-2.8,17.96,26.96,2016-01-15 11:00:00
538,725090,14739,190,15.0,1524,-2.2,19.939999999999998,28.04,2016-01-15 12:00:00
540,725090,14739,999,0.0,1463,-1.1,21.92,30.02,2016-01-15 13:00:00
541,725090,14739,180,26.0,1524,-0.6,23.0,30.92,2016-01-15 14:00:00
542,725090,14739,170,26.0,1676,0.0,21.92,32.0,2016-01-15 15:00:00
544,725090,14739,110,21.0,1829,1.1,21.92,33.98,2016-01-15 16:00:00
545,725090,14739,140,26.0,823,2.0,23.0,35.6,2016-01-15 17:00:00
547,725090,14739,100,36.0,762,2.8,24.98,37.04,2016-01-15 18:00:00
550,725090,14739,110,62.0,732,3.0,26.6,37.4,2016-01-15 19:00:00
552,725090,14739,110,57.0,671,2.8,26.96,37.04,2016-01-15 20:00:00
553,725090,14739,110,41.0,610,2.8,26.96,37.04,2016-01-15 21:00:00
555,725090,14739,110,36.0,610,2.8,28.94,37.04,2016-01-15 22:00:00
556,725090,14739,110,36.0,549,3.9,30.02,39.02,2016-01-15 23:00:00
557,725090,14739,110,26.0,488,3.9,32.0,39.02,2016-01-16 00:00:00
559,725090,14739,100,36.0,549,4.4,33.98,39.92,2016-01-16 01:00:00
560,725090,14739,90,46.0,488,4.4,35.06,39.92,2016-01-16 02:00:00
561,725090,14739,90,51.0,457,5.0,37.04,41.0,2016-01-16 03:00:00
564,725090,14739,90,46.0,305,5.0,37.94,41.0,2016-01-16 04:00:00
565,725090,14739,80,26.0,244,6.0,39.2,42.8,2016-01-16 05:00:00
568,725090,14739,60,15.0,183,5.6,41.0,42.08,2016-01-16 06:00:00
571,725090,14739,999,0.0,122,6.0,41.0,42.8,2016-01-16 07:00:00
573,725090,14739,360,46.0,122,5.0,39.2,41.0,2016-01-16 08:00:00
577,725090,14739,360,21.0,61,5.0,39.2,41.0,2016-01-16 09:00:00
580,725090,14739,10,26.0,122,3.9,37.94,39.02,2016-01-16 10:00:00
582,725090,14739,360,51.0,122,2.8,35.96,37.04,2016-01-16 11:00:00
584,725090,14739,10,88.0,183,2.8,35.96,37.04,2016-01-16 12:00:00
586,725090,14739,350,67.0,183,2.8,35.96,37.04,2016-01-16 13:00:00
587,725090,14739,350,67.0,244,3.3,35.96,37.94,2016-01-16 14:00:00
589,725090,14739,360,77.0,823,3.3,37.04,37.94,2016-01-16 15:00:00
591,725090,14739,330,77.0,244,3.0,35.6,37.4,2016-01-16 16:00:00
594,725090,14739,330,62.0,274,1.7,33.08,35.06,2016-01-16 17:00:00
595,725090,14739,330,46.0,853,2.0,33.8,35.6,2016-01-16 18:00:00
600,725090,14739,310,46.0,274,2.8,33.98,37.04,2016-01-16 19:00:00
601,725090,14739,300,31.0,274,2.2,33.98,35.96,2016-01-16 20:00:00
602,725090,14739,290,41.0,305,3.0,33.8,37.4,2016-01-16 21:00:00
606,725090,14739,999,0.0,22000,2.8,33.08,37.04,2016-01-16 22:00:00
607,725090,14739,999,0.0,22000,2.2,33.08,35.96,2016-01-16 23:00:00
608,725090,14739,180,26.0,1676,1.7,33.08,35.06,2016-01-17 00:00:00
610,725090,14739,220,41.0,1829,2.8,33.98,37.04,2016-01-17 01:00:00
611,725090,14739,260,41.0,1981,4.4,35.06,39.92,2016-01-17 02:00:00
612,725090,14739,280,57.0,22000,4.4,33.98,39.92,2016-01-17 03:00:00
614,725090,14739,280,46.0,22000,3.3,32.0,37.94,2016-01-17 04:00:00
615,725090,14739,290,46.0,22000,3.3,26.96,37.94,2016-01-17 05:00:00
617,725090,14739,290,41.0,22000,2.8,26.96,37.04,2016-01-17 06:00:00
619,725090,14739,290,51.0,22000,2.2,26.96,35.96,2016-01-17 07:00:00
620,725090,14739,280,62.0,22000,2.2,24.98,35.96,2016-01-17 08:00:00
621,725090,14739,270,57.0,22000,1.7,24.08,35.06,2016-01-17 09:00:00
623,725090,14739,270,62.0,22000,1.1,23.0,33.98,2016-01-17 10:00:00
624,725090,14739,280,46.0,22000,1.1,21.92,33.98,2016-01-17 11:00:00
625,725090,14739,270,36.0,22000,0.6,21.92,33.08,2016-01-17 12:00:00
627,725090,14739,300,31.0,22000,0.6,23.0,33.08,2016-01-17 13:00:00
628,725090,14739,320,36.0,7620,1.7,21.92,35.06,2016-01-17 14:00:00
629,725090,14739,320,46.0,7620,1.7,21.02,35.06,2016-01-17 15:00:00
631,725090,14739,330,41.0,6096,1.7,21.02,35.06,2016-01-17 16:00:00
632,725090,14739,330,41.0,6096,1.1,21.02,33.98,2016-01-17 17:00:00
633,725090,14739,360,31.0,6096,1.7,21.02,35.06,2016-01-17 18:00:00
635,725090,14739,360,21.0,3658,1.1,21.02,33.98,2016-01-17 19:00:00
636,725090,14739,10,26.0,3048,1.1,21.02,33.98,2016-01-17 20:00:00
637,725090,14739,360,31.0,3353,0.6,17.96,33.08,2016-01-17 21:00:00
639,725090,14739,360,46.0,853,1.0,17.6,33.8,2016-01-17 22:00:00
641,725090,14739,360,41.0,610,0.6,17.96,33.08,2016-01-17 23:00:00
642,725090,14739,340,36.0,610,-0.6,23.0,30.92,2016-01-18 00:00:00
646,725090,14739,340,41.0,427,-1.0,24.8,30.2,2016-01-18 01:00:00
648,725090,14739,340,41.0,457,-2.0,26.6,28.4,2016-01-18 02:00:00
652,725090,14739,330,41.0,366,-2.0,26.6,28.4,2016-01-18 03:00:00
655,725090,14739,340,41.0,366,-2.0,26.6,28.4,2016-01-18 04:00:00
657,725090,14739,330,41.0,1158,-2.0,26.6,28.4,2016-01-18 05:00:00
662,725090,14739,320,51.0,366,-2.0,24.8,28.4,2016-01-18 06:00:00
665,725090,14739,310,57.0,366,-2.2,24.98,28.04,2016-01-18 07:00:00
668,725090,14739,320,36.0,457,-2.0,24.8,28.4,2016-01-18 08:00:00
671,725090,14739,300,46.0,427,-3.0,24.8,26.6,2016-01-18 09:00:00
677,725090,14739,290,51.0,305,-3.0,24.8,26.6,2016-01-18 10:00:00
682,725090,14739,300,36.0,457,-3.0,24.8,26.6,2016-01-18 11:00:00
687,725090,14739,270,36.0,1676,-2.0,24.8,28.4,2016-01-18 12:00:00
692,725090,14739,260,82.0,488,-2.0,24.8,28.4,2016-01-18 13:00:00
695,725090,14739,270,72.0,7620,-3.9,15.079999999999998,24.98,2016-01-18 14:00:00
696,725090,14739,280,72.0,22000,-2.8,14.0,26.96,2016-01-18 15:00:00
698,725090,14739,290,82.0,6096,-3.3,12.020000000000003,26.060000000000002,2016-01-18 16:00:00
699,725090,14739,290,72.0,22000,-3.3,10.04,26.060000000000002,2016-01-18 17:00:00
700,725090,14739,280,103.0,22000,-3.3,6.979999999999997,26.060000000000002,2016-01-18 18:00:00
702,725090,14739,280,93.0,22000,-3.3,6.979999999999997,26.060000000000002,2016-01-18 19:00:00
703,725090,14739,290,72.0,22000,-3.3,6.080000000000002,26.060000000000002,2016-01-18 20:00:00
704,725090,14739,280,77.0,22000,-3.3,3.0199999999999996,26.060000000000002,2016-01-18 21:00:00
706,725090,14739,280,72.0,22000,-4.4,1.0400000000000027,24.08,2016-01-18 22:00:00
707,725090,14739,280,88.0,22000,-5.0,-0.04000000000000625,23.0,2016-01-18 23:00:00
708,725090,14739,270,88.0,22000,-5.0,-0.04000000000000625,23.0,2016-01-19 00:00:00
710,725090,14739,260,82.0,22000,-5.6,3.0199999999999996,21.92,2016-01-19 01:00:00
711,725090,14739,260,129.0,22000,-6.1,1.9400000000000048,21.02,2016-01-19 02:00:00
712,725090,14739,270,113.0,22000,-6.7,1.9400000000000048,19.939999999999998,2016-01-19 03:00:00
714,725090,14739,280,93.0,22000,-6.7,1.9400000000000048,19.939999999999998,2016-01-19 04:00:00
715,725090,14739,260,103.0,22000,-7.2,1.0400000000000027,19.04,2016-01-19 05:00:00
717,725090,14739,280,108.0,22000,-7.8,1.0400000000000027,17.96,2016-01-19 06:00:00
719,725090,14739,280,98.0,22000,-8.3,1.0400000000000027,17.06,2016-01-19 07:00:00
720,725090,14739,280,88.0,22000,-8.3,1.0400000000000027,17.06,2016-01-19 08:00:00
721,725090,14739,270,108.0,22000,-8.3,1.0400000000000027,17.06,2016-01-19 09:00:00
723,725090,14739,270,93.0,22000,-8.3,1.0400000000000027,17.06,2016-01-19 10:00:00
724,725090,14739,280,98.0,22000,-8.9,1.0400000000000027,15.979999999999997,2016-01-19 11:00:00
725,725090,14739,260,108.0,22000,-8.3,1.0400000000000027,17.06,2016-01-19 12:00:00
727,725090,14739,260,118.0,22000,-8.3,1.9400000000000048,17.06,2016-01-19 13:00:00
728,725090,14739,270,103.0,22000,-7.8,1.0400000000000027,17.96,2016-01-19 14:00:00
729,725090,14739,280,98.0,3353,-6.7,1.0400000000000027,19.939999999999998,2016-01-19 15:00:00
731,725090,14739,270,108.0,3353,-6.7,1.0400000000000027,19.939999999999998,2016-01-19 16:00:00
732,725090,14739,290,88.0,6096,-5.6,1.9400000000000048,21.92,2016-01-19 17:00:00
733,725090,14739,280,77.0,6096,-4.4,3.919999999999998,24.08,2016-01-19 18:00:00
735,725090,14739,280,93.0,4267,-4.4,3.919999999999998,24.08,2016-01-19 19:00:00
736,725090,14739,280,113.0,3962,-5.0,3.0199999999999996,23.0,2016-01-19 20:00:00
737,725090,14739,270,118.0,22000,-4.4,3.0199999999999996,24.08,2016-01-19 21:00:00
739,725090,14739,280,113.0,22000,-5.0,5.0,23.0,2016-01-19 22:00:00
740,725090,14739,280,98.0,22000,-5.0,5.0,23.0,2016-01-19 23:00:00
741,725090,14739,300,82.0,22000,-5.0,5.0,23.0,2016-01-20 00:00:00
743,725090,14739,300,82.0,22000,-6.1,5.0,21.02,2016-01-20 01:00:00
744,725090,14739,300,124.0,22000,-6.7,3.919999999999998,19.939999999999998,2016-01-20 02:00:00
745,725090,14739,290,103.0,22000,-6.7,3.919999999999998,19.939999999999998,2016-01-20 03:00:00
747,725090,14739,290,82.0,22000,-6.7,3.919999999999998,19.939999999999998,2016-01-20 04:00:00
748,725090,14739,290,57.0,22000,-7.2,5.0,19.04,2016-01-20 05:00:00
750,725090,14739,280,51.0,22000,-7.2,6.080000000000002,19.04,2016-01-20 06:00:00
752,725090,14739,290,67.0,22000,-6.7,6.080000000000002,19.939999999999998,2016-01-20 07:00:00
753,725090,14739,290,82.0,22000,-6.7,6.080000000000002,19.939999999999998,2016-01-20 08:00:00
754,725090,14739,300,72.0,22000,-6.7,6.979999999999997,19.939999999999998,2016-01-20 09:00:00
756,725090,14739,290,98.0,22000,-6.1,6.979999999999997,21.02,2016-01-20 10:00:00
757,725090,14739,290,93.0,22000,-6.1,6.979999999999997,21.02,2016-01-20 11:00:00
758,725090,14739,290,98.0,22000,-6.7,6.979999999999997,19.939999999999998,2016-01-20 12:00:00
760,725090,14739,290,82.0,22000,-6.7,6.080000000000002,19.939999999999998,2016-01-20 13:00:00
761,725090,14739,290,113.0,22000,-5.6,6.080000000000002,21.92,2016-01-20 14:00:00
762,725090,14739,290,108.0,22000,-5.0,6.080000000000002,23.0,2016-01-20 15:00:00
764,725090,14739,290,103.0,22000,-3.3,6.979999999999997,26.060000000000002,2016-01-20 16:00:00
765,725090,14739,290,108.0,22000,-2.2,6.979999999999997,28.04,2016-01-20 17:00:00
766,725090,14739,300,82.0,22000,-1.1,6.979999999999997,30.02,2016-01-20 18:00:00
768,725090,14739,290,108.0,22000,-0.6,6.979999999999997,30.92,2016-01-20 19:00:00
769,725090,14739,300,98.0,22000,0.0,6.979999999999997,32.0,2016-01-20 20:00:00
770,725090,14739,300,57.0,8230,0.0,6.080000000000002,32.0,2016-01-20 21:00:00
772,725090,14739,290,108.0,8230,-1.1,6.080000000000002,30.02,2016-01-20 22:00:00
773,725090,14739,300,82.0,6096,-1.7,6.979999999999997,28.94,2016-01-20 23:00:00
774,725090,14739,290,77.0,6096,-1.7,8.059999999999999,28.94,2016-01-21 00:00:00
776,725090,14739,300,62.0,6096,-1.7,8.059999999999999,28.94,2016-01-21 01:00:00
777,725090,14739,290,77.0,6096,-2.2,8.059999999999999,28.04,2016-01-21 02:00:00
778,725090,14739,310,46.0,3962,-2.2,8.96,28.04,2016-01-21 03:00:00
780,725090,14739,320,62.0,3962,-2.8,8.059999999999999,26.96,2016-01-21 04:00:00
781,725090,14739,310,72.0,3962,-3.3,8.059999999999999,26.060000000000002,2016-01-21 05:00:00
783,725090,14739,330,62.0,4572,-3.3,8.059999999999999,26.060000000000002,2016-01-21 06:00:00
785,725090,14739,310,51.0,3962,-3.9,8.96,24.98,2016-01-21 07:00:00
786,725090,14739,320,46.0,4572,-4.4,8.96,24.08,2016-01-21 08:00:00
787,725090,14739,300,41.0,22000,-5.0,8.96,23.0,2016-01-21 09:00:00
789,725090,14739,300,51.0,22000,-5.0,8.059999999999999,23.0,2016-01-21 10:00:00
790,725090,14739,290,51.0,22000,-5.6,8.96,21.92,2016-01-21 11:00:00
791,725090,14739,290,31.0,22000,-5.6,8.96,21.92,2016-01-21 12:00:00
793,725090,14739,300,46.0,22000,-5.0,8.96,23.0,2016-01-21 13:00:00
794,725090,14739,280,72.0,22000,-4.4,8.96,24.08,2016-01-21 14:00:00
795,725090,14739,300,62.0,22000,-2.8,8.96,26.96,2016-01-21 15:00:00
797,725090,14739,290,77.0,22000,-1.7,8.059999999999999,28.94,2016-01-21 16:00:00
798,725090,14739,310,93.0,22000,-1.1,6.979999999999997,30.02,2016-01-21 17:00:00
799,725090,14739,310,88.0,22000,-0.6,6.979999999999997,30.92,2016-01-21 18:00:00
801,725090,14739,300,62.0,22000,0.0,6.979999999999997,32.0,2016-01-21 19:00:00
802,725090,14739,310,72.0,22000,0.0,5.0,32.0,2016-01-21 20:00:00
803,725090,14739,310,77.0,22000,-0.6,3.919999999999998,30.92,2016-01-21 21:00:00
805,725090,14739,290,62.0,22000,-1.1,6.080000000000002,30.02,2016-01-21 22:00:00
806,725090,14739,300,67.0,22000,-2.2,5.0,28.04,2016-01-21 23:00:00
807,725090,14739,310,67.0,22000,-2.8,5.0,26.96,2016-01-22 00:00:00
809,725090,14739,310,67.0,22000,-3.3,5.0,26.060000000000002,2016-01-22 01:00:00
810,725090,14739,320,67.0,22000,-3.9,3.919999999999998,24.98,2016-01-22 02:00:00
811,725090,14739,320,77.0,22000,-4.4,3.0199999999999996,24.08,2016-01-22 03:00:00
813,725090,14739,310,46.0,22000,-5.0,3.0199999999999996,23.0,2016-01-22 04:00:00
814,725090,14739,310,57.0,22000,-6.1,3.919999999999998,21.02,2016-01-22 05:00:00
816,725090,14739,300,72.0,22000,-6.7,5.0,19.939999999999998,2016-01-22 06:00:00
818,725090,14739,290,72.0,22000,-6.7,5.0,19.939999999999998,2016-01-22 07:00:00
819,725090,14739,290,62.0,22000,-7.2,5.0,19.04,2016-01-22 08:00:00
820,725090,14739,300,67.0,22000,-7.2,5.0,19.04,2016-01-22 09:00:00
822,725090,14739,310,67.0,22000,-7.2,5.0,19.04,2016-01-22 10:00:00
823,725090,14739,320,72.0,22000,-7.2,3.919999999999998,19.04,2016-01-22 11:00:00
824,725090,14739,320,62.0,22000,-7.2,3.919999999999998,19.04,2016-01-22 12:00:00
826,725090,14739,320,46.0,22000,-6.7,5.0,19.939999999999998,2016-01-22 13:00:00
827,725090,14739,320,72.0,22000,-5.6,5.0,21.92,2016-01-22 14:00:00
828,725090,14739,310,67.0,22000,-4.4,5.0,24.08,2016-01-22 15:00:00
830,725090,14739,320,46.0,22000,-2.8,6.080000000000002,26.96,2016-01-22 16:00:00
831,725090,14739,320,36.0,22000,-2.2,6.080000000000002,28.04,2016-01-22 17:00:00
832,725090,14739,300,41.0,9144,-1.1,6.080000000000002,30.02,2016-01-22 18:00:00
834,725090,14739,310,46.0,9144,-1.1,5.0,30.02,2016-01-22 19:00:00
835,725090,14739,310,31.0,6096,-0.6,6.979999999999997,30.92,2016-01-22 20:00:00
836,725090,14739,340,36.0,5486,-1.1,6.080000000000002,30.02,2016-01-22 21:00:00
838,725090,14739,320,46.0,4877,-1.7,6.979999999999997,28.94,2016-01-22 22:00:00
839,725090,14739,320,41.0,4877,-1.7,6.979999999999997,28.94,2016-01-22 23:00:00
840,725090,14739,340,51.0,4572,-2.2,6.979999999999997,28.04,2016-01-23 00:00:00
842,725090,14739,310,46.0,4267,-2.2,8.059999999999999,28.04,2016-01-23 01:00:00
843,725090,14739,340,46.0,9144,-2.8,6.979999999999997,26.96,2016-01-23 02:00:00
844,725090,14739,340,31.0,9144,-3.3,6.979999999999997,26.060000000000002,2016-01-23 03:00:00
846,725090,14739,340,36.0,4877,-3.9,8.059999999999999,24.98,2016-01-23 04:00:00
847,725090,14739,340,36.0,4877,-3.9,8.059999999999999,24.98,2016-01-23 05:00:00
849,725090,14739,340,36.0,4877,-3.9,8.059999999999999,24.98,2016-01-23 06:00:00
851,725090,14739,350,46.0,4572,-3.9,8.96,24.98,2016-01-23 07:00:00
852,725090,14739,10,51.0,4877,-3.9,12.020000000000003,24.98,2016-01-23 08:00:00
853,725090,14739,10,57.0,4877,-3.9,12.920000000000002,24.98,2016-01-23 09:00:00
855,725090,14739,10,51.0,914,-3.9,15.079999999999998,24.98,2016-01-23 10:00:00
857,725090,14739,20,62.0,762,-2.2,19.04,28.04,2016-01-23 11:00:00
858,725090,14739,40,77.0,823,-0.6,23.0,30.92,2016-01-23 12:00:00
860,725090,14739,60,98.0,884,0.0,21.92,32.0,2016-01-23 13:00:00
861,725090,14739,60,98.0,732,0.0,23.0,32.0,2016-01-23 14:00:00
862,725090,14739,60,103.0,945,0.0,23.0,32.0,2016-01-23 15:00:00
866,725090,14739,40,124.0,671,0.0,24.08,32.0,2016-01-23 16:00:00
867,725090,14739,40,129.0,640,-0.6,21.92,30.92,2016-01-23 17:00:00
868,725090,14739,40,124.0,671,-0.6,24.08,30.92,2016-01-23 18:00:00
870,725090,14739,40,108.0,671,-0.6,24.08,30.92,2016-01-23 19:00:00
873,725090,14739,30,134.0,701,0.0,24.08,32.0,2016-01-23 20:00:00
874,725090,14739,30,118.0,610,0.0,24.98,32.0,2016-01-23 21:00:00
878,725090,14739,20,98.0,427,-1.0,26.6,30.2,2016-01-23 22:00:00
881,725090,14739,20,98.0,122,-2.0,28.4,28.4,2016-01-23 23:00:00
884,725090,14739,350,82.0,152,-5.6,19.939999999999998,21.92,2016-01-24 00:00:00
886,725090,14739,360,98.0,122,-6.0,19.4,21.2,2016-01-24 01:00:00
889,725090,14739,360,88.0,305,-6.7,17.96,19.939999999999998,2016-01-24 02:00:00
891,725090,14739,360,82.0,457,-6.0,17.6,21.2,2016-01-24 03:00:00
895,725090,14739,360,93.0,518,-6.7,17.06,19.939999999999998,2016-01-24 04:00:00
897,725090,14739,360,108.0,762,-6.1,15.979999999999997,21.02,2016-01-24 05:00:00
900,725090,14739,360,98.0,1524,-5.6,12.920000000000002,21.92,2016-01-24 06:00:00
903,725090,14739,360,103.0,701,-5.6,12.920000000000002,21.92,2016-01-24 07:00:00
905,725090,14739,360,88.0,3048,-6.1,12.920000000000002,21.02,2016-01-24 08:00:00
906,725090,14739,360,77.0,22000,-6.7,10.940000000000001,19.939999999999998,2016-01-24 09:00:00
908,725090,14739,350,72.0,610,-7.0,8.600000000000001,19.4,2016-01-24 10:00:00
910,725090,14739,350,57.0,22000,-7.0,3.1999999999999993,19.4,2016-01-24 11:00:00
912,725090,14739,350,62.0,22000,-7.8,1.9400000000000048,17.96,2016-01-24 12:00:00
914,725090,14739,340,46.0,22000,-7.2,1.0400000000000027,19.04,2016-01-24 13:00:00
915,725090,14739,350,51.0,22000,-6.7,3.0199999999999996,19.939999999999998,2016-01-24 14:00:00
916,725090,14739,350,62.0,22000,-5.0,3.919999999999998,23.0,2016-01-24 15:00:00
918,725090,14739,340,46.0,22000,-2.8,3.0199999999999996,26.96,2016-01-24 16:00:00
919,725090,14739,350,46.0,22000,-1.1,3.0199999999999996,30.02,2016-01-24 17:00:00
920,725090,14739,360,46.0,22000,0.6,3.919999999999998,33.08,2016-01-24 18:00:00
922,725090,14739,330,46.0,22000,1.1,3.919999999999998,33.98,2016-01-24 19:00:00
923,725090,14739,310,31.0,22000,2.2,5.0,35.96,2016-01-24 20:00:00
924,725090,14739,310,31.0,7620,1.7,5.0,35.06,2016-01-24 21:00:00
926,725090,14739,300,26.0,22000,1.1,5.0,33.98,2016-01-24 22:00:00
927,725090,14739,300,15.0,6706,1.1,6.080000000000002,33.98,2016-01-24 23:00:00
928,725090,14739,280,21.0,4572,1.1,6.979999999999997,33.98,2016-01-25 00:00:00
930,725090,14739,999,15.0,3658,1.1,6.979999999999997,33.98,2016-01-25 01:00:00
931,725090,14739,300,36.0,3658,0.0,8.96,32.0,2016-01-25 02:00:00
932,725090,14739,310,41.0,3658,0.0,10.04,32.0,2016-01-25 03:00:00
934,725090,14739,310,36.0,3048,-0.6,10.04,30.92,2016-01-25 04:00:00
935,725090,14739,300,57.0,2743,-0.6,8.96,30.92,2016-01-25 05:00:00
937,725090,14739,310,36.0,4572,-1.1,10.04,30.02,2016-01-25 06:00:00
939,725090,14739,320,36.0,3048,-1.1,10.04,30.02,2016-01-25 07:00:00
940,725090,14739,310,31.0,22000,-1.7,10.04,28.94,2016-01-25 08:00:00
941,725090,14739,320,46.0,22000,-2.2,12.020000000000003,28.04,2016-01-25 09:00:00
943,725090,14739,300,46.0,22000,-2.8,14.0,26.96,2016-01-25 10:00:00
944,725090,14739,320,46.0,22000,-2.8,15.079999999999998,26.96,2016-01-25 11:00:00
945,725090,14739,320,46.0,22000,-3.3,15.079999999999998,26.060000000000002,2016-01-25 12:00:00
947,725090,14739,300,36.0,22000,-2.8,15.079999999999998,26.96,2016-01-25 13:00:00
948,725090,14739,320,31.0,22000,-2.2,15.979999999999997,28.04,2016-01-25 14:00:00
949,725090,14739,999,15.0,22000,-1.1,17.06,30.02,2016-01-25 15:00:00
951,725090,14739,999,0.0,22000,1.1,17.06,33.98,2016-01-25 16:00:00
952,725090,14739,999,0.0,22000,1.1,15.979999999999997,33.98,2016-01-25 17:00:00
953,725090,14739,160,15.0,22000,0.6,15.079999999999998,33.08,2016-01-25 18:00:00
955,725090,14739,150,15.0,22000,0.6,14.0,33.08,2016-01-25 19:00:00
956,725090,14739,80,21.0,22000,1.1,17.06,33.98,2016-01-25 20:00:00
957,725090,14739,100,31.0,22000,0.6,23.0,33.08,2016-01-25 21:00:00
959,725090,14739,110,31.0,6096,0.6,24.08,33.08,2016-01-25 22:00:00
960,725090,14739,130,41.0,6096,0.6,26.060000000000002,33.08,2016-01-25 23:00:00
